#ASV ID,B10A01,B10A02,B10A03,B10A04,B10A05,B10A06,B10A07,B10A08,B10A09,B10A10,B10B01,B10B02,B10B04,B10B05,B10B06,B10B07,B10B08,B10B09,B11A02,B11A03,B11A04,B11A05,B11A06,B11A07,B11A08,B11A09,B11A10,B11B01,B11B02,B11B03,B11B04,B11B05,B11B06,B11B07,B11B08,B11B09,B11B10,B11C01,B11C02,B11C03,B11C04,B11C05,B11C06,B11C07,B11C08,B11C09,B11C10,B21A01,B21A02,B21A03,B21A04,B21A05,B21A06,B21A07,B21A08,B21A09,B21A10,B21B01,B21B02,B21B03,B21B04,B21B05,B21B06,B21B07,B21B08,B21B09,B21B10,B22A01,B22A02,B22A03,B22A04,B22A05,B22A06,B22A07,B22A08,B22A09,B22A10,B22A11,B22A12,B22A13,B22A14,B22A15,B22A16,B22A17,B22B01,B22B04,B22B05,B22B07,B22B13,B22B14,B22B15,B22B17
ASV_0056,928,91,74,49,27,352,568,492,54,99,50,17,0,2,8,13,113,0,158,20,32,34,68,16,18,17,28,196,310,45,71,130,39,187,282,78,95,275,284,221,181,143,203,279,242,505,732,1092,1760,784,326,588,818,1071,394,2141,835,300,428,335,1083,442,1707,576,945,546,431,63,96,64,123,134,133,12,17,91,6,77,52,118,153,70,264,143,90,104,50,627,109,2236,101,32
ASV_0057,4212,497,27,0,14,0,720,441,21,63,96,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,30,7,0,22,0,0,8,34,31,36,45,28,38,64,40,47,34,43,94,68,92,98,14,14,5,54,6,173,71,1857,1789,2364,724,928,1602,1358,2260,1777,1523,428,1044,289,44,39,55,18,32,50,61,18,34,281,308,40,8,17,1265,190,62,8,321,54,283,91
ASV_0058,40,0,282,0,440,412,415,0,181,362,0,0,0,0,0,0,0,0,7,11,7,6,8,8,7,6,12,196,245,92,377,264,229,201,137,145,278,12,16,99,76,27,90,114,126,84,133,710,1335,817,1186,397,888,1678,161,1935,676,522,576,872,1146,654,669,789,461,807,361,208,155,135,133,387,544,245,235,394,329,325,410,318,621,487,319,112,104,200,197,114,161,35,190,77
ASV_0059,187,58,130,855,319,103,19,0,190,107,11,4,0,0,17,0,0,0,7,4,0,10,0,14,4,16,2,51,117,22,444,111,89,148,150,40,33,63,31,12,240,30,47,41,45,9,40,419,543,464,261,401,278,604,78,1098,378,92,69,61,110,53,97,47,54,81,25,503,316,962,1620,864,1167,568,791,610,874,546,534,819,813,1467,1745,609,175,1003,324,108,245,97,694,843
ASV_0060,955,0,981,1162,938,2859,1638,124,575,1009,75,0,0,0,0,0,0,0,33,58,25,50,19,13,0,10,0,112,664,331,928,331,382,479,216,320,21,277,138,241,306,464,320,538,292,569,96,58,76,88,171,14,75,125,13,91,41,1072,950,1271,629,719,784,1001,510,1190,539,0,9,1,4,3,3,14,9,31,8,20,8,3,14,0,0,0,51,0,24,52,32,0,0,4
ASV_0061,0,0,0,0,0,21,0,0,0,0,2411,0,0,0,21044,3169,19,0,0,0,393,0,110,0,42,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0062,155,0,414,469,297,0,34,0,323,362,1732,465,418,1367,51,34,0,15624,22,0,0,25,0,0,0,0,0,0,14,0,0,17,0,0,0,8,0,242,0,105,0,228,217,136,0,243,172,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,81,37,22,19,0,212,117,108,116,290,104,23,84,89,87,146,219,454,122,199,236,81,0,0,65,0,60,0,45,26
ASV_0063,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,10,0,103,0,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,71,32,18,19,0,0,1067,2003,765,159,1256,528,1842,212,3700,335,1364,1441,1655,1077,1394,1044,1219,1268,1536,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0064,0,0,0,0,0,0,0,0,0,0,347,18,0,0,133,67,2435,0,2230,19,20,7,181,38,301,0,49,0,0,0,12,0,11,0,0,0,17,0,17,5,25,0,46,0,22,0,60,69,62,69,196,19,71,73,15,80,0,75,62,91,182,39,55,86,50,91,55,836,237,301,958,1403,2007,1528,1106,1068,812,604,1015,934,736,1508,952,173,58,249,165,387,130,128,239,170
ASV_0065,130,40,74,76,219,336,310,147,69,163,0,0,2,0,0,0,0,0,49,26,32,37,15,43,32,19,13,321,284,116,230,450,272,385,219,166,264,275,428,87,335,268,359,200,366,230,147,175,519,233,616,179,506,394,105,462,276,534,608,562,695,580,352,497,501,598,212,388,301,80,136,537,220,445,283,215,254,189,231,192,215,495,153,54,1199,577,433,689,794,83,619,223
ASV_0066,282,0,1677,135,1418,408,162,65,1184,1597,110,0,0,0,63,42,27,0,40,34,61,21,56,24,18,21,34,591,909,671,291,669,78,577,713,473,929,295,423,112,889,926,418,294,833,269,704,0,0,0,0,0,31,0,0,65,0,0,0,0,0,0,0,0,0,0,0,351,266,502,316,202,186,294,227,282,135,122,191,221,156,246,81,61,159,285,349,71,127,25,237,95
ASV_0067,67,0,38,0,49,66,214,0,18,49,0,0,0,0,0,0,0,0,2,9,5,10,9,18,0,29,0,86,227,264,38,176,65,340,165,144,18,143,130,63,269,202,101,170,97,268,66,514,687,539,1392,186,680,566,98,713,359,1799,1670,1840,1194,887,1695,1036,764,1462,763,0,106,41,16,37,20,66,29,55,63,113,41,33,44,0,0,0,110,0,60,362,69,0,0,55
ASV_0068,3197,492,41,236,38,332,786,585,50,116,0,16,0,0,0,0,0,370,22,36,30,37,45,13,12,0,0,47,95,13,38,25,16,112,132,40,45,1016,414,236,305,981,342,458,451,807,746,297,887,392,293,287,201,485,100,1085,239,212,353,314,745,687,1036,762,821,770,515,44,41,68,24,50,0,0,0,31,0,22,0,29,28,0,32,0,0,0,0,53,28,0,0,0
ASV_0069,64,0,506,0,481,90,274,0,306,472,0,0,0,0,6125,350,58,0,533,94,57,58,278,55,122,0,90,51,128,33,354,56,69,61,30,53,21,57,93,42,130,120,55,75,87,89,93,115,142,105,94,83,137,212,33,169,50,88,77,114,163,57,32,72,56,73,76,602,332,175,376,733,1068,453,380,707,353,298,1062,947,526,660,401,156,68,141,61,32,58,84,160,122
ASV_0070,187,50,2985,407,3514,1697,737,40,2553,2033,33,0,58,0,0,0,16,45,21,29,32,22,22,0,0,0,0,85,129,33,132,87,62,118,209,61,67,558,311,124,521,607,372,249,287,373,390,57,80,41,296,0,94,98,25,121,31,170,167,164,280,164,300,147,231,177,108,100,200,180,0,32,33,78,23,21,0,54,29,0,82,22,31,0,0,27,0,35,58,0,22,11
ASV_0071,1025,258,230,625,760,1549,970,413,257,419,27,0,13,0,0,0,0,18,8,37,15,14,17,33,11,12,5,81,80,37,281,98,123,74,33,70,65,102,43,132,91,141,169,334,224,300,132,85,169,148,414,96,199,124,13,234,79,130,162,139,178,133,391,90,140,215,134,267,274,179,135,459,698,637,277,395,543,633,541,539,386,404,412,284,392,369,322,983,398,68,620,147
ASV_0072,799,49,140,0,42,43,1090,89,276,215,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,38,35,0,6,19,11,13,27,60,13,21,0,0,0,0,0,26,0,0,1288,904,1050,11,1403,603,1414,348,4788,974,34,113,15,40,0,294,13,1214,8,6,554,95,285,288,175,59,38,10,108,54,21,100,204,278,310,174,36,435,370,133,20,105,696,440,191
ASV_0073,40,0,277,0,343,123,411,30,341,380,0,0,0,0,0,0,0,0,0,0,23,0,15,0,11,15,0,237,214,141,49,274,58,232,107,292,117,0,14,71,25,13,0,23,63,71,19,826,656,400,340,135,309,855,108,775,268,899,730,1048,680,466,707,462,1133,762,330,390,60,26,204,128,124,262,217,308,197,94,156,476,374,249,77,67,587,247,234,698,371,102,527,319
ASV_0074,126,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391,500,85,122,83,215,1262,93,761,82,221,218,143,1002,400,711,511,442,428,238,1913,219,120,819,618,483,274,314,594,278,766,1464,1026,1411,799,237,86,497,530,262,198,708,103,412,85
ASV_0075,75,9,263,12,379,994,320,0,262,586,0,0,0,0,0,0,0,0,7,13,11,19,11,6,9,8,6,156,186,1136,1267,450,306,523,133,682,152,17,27,305,6,22,16,74,17,415,64,26,44,52,825,34,302,67,12,100,9,153,154,180,144,112,71,170,23,185,89,89,331,239,1380,347,63,1485,845,409,323,615,351,212,222,158,422,487,69,191,96,1479,156,8,97,415
ASV_0076,4072,593,145,1566,219,745,1485,273,106,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,46,66,40,265,101,125,130,192,81,229,165,154,175,136,28,82,64,22,211,89,962,1011,1341,566,619,912,634,832,1147,724,82,209,128,22,36,54,28,0,0,0,0,61,55,84,26,29,33,236,0,52,62,49,0,202,24
ASV_0077,57,0,43,0,0,57,97,0,0,72,0,0,0,0,0,0,23,0,17,0,8,0,12,15,0,0,22,30,65,0,115,46,61,50,21,29,0,0,0,19,38,0,14,0,59,19,0,331,965,414,623,399,449,834,100,1151,327,627,674,712,873,518,676,706,400,525,234,110,228,75,181,302,699,392,627,628,837,330,1181,430,904,318,136,72,258,142,213,490,244,46,223,141
ASV_0078,556,66,21,35,0,760,389,108,5,41,31,0,4,0,0,0,0,0,37,58,52,31,57,43,25,41,23,1549,1515,1016,186,1089,701,1305,1146,441,243,395,166,113,78,155,242,193,255,58,420,268,598,552,116,264,1278,509,101,403,930,131,155,158,392,221,323,177,179,204,129,81,74,178,3,32,44,46,39,28,15,98,24,67,48,69,0,31,19,0,68,9,0,10,0,14
ASV_0079,0,0,0,0,0,0,0,0,0,0,13083,84,0,5,24,253,3578,0,0,0,34,76,98,1367,50,66,75,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,17,275,626,0,95,90,226,469,12,252,141,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
ASV_0080,86,0,4,0,0,242,1115,0,13,67,0,0,0,0,0,0,0,0,10,9,11,35,0,25,11,0,6,314,309,179,41,369,224,286,32,252,160,6,9,526,9,9,10,57,31,637,8,65,45,33,276,28,81,135,12,35,58,1162,1421,2576,962,988,716,533,1161,2579,806,15,94,0,58,31,7,27,18,36,10,43,60,4,58,17,1,10,69,0,18,1286,39,13,51,13
ASV_0081,0,0,0,0,11,0,0,12462,0,0,0,0,0,0,0,0,94,0,809,125,792,571,459,1797,793,0,384,53,0,61,0,59,0,34,0,83,370,0,852,74,0,49,454,7,20,8,17,55,0,17,0,0,44,0,31,55,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,8,0,0,0,0,17,0,0,0,0,0,0,0,0
ASV_0082,0,0,0,0,0,51,14,0,0,0,0,47,0,0,19916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0083,353,92,0,83,0,76,176,89,0,42,176,78,150,84,37,17,48,354,37,37,26,17,26,0,17,0,13,39,39,27,12,32,13,34,41,17,15,861,290,107,115,482,354,251,316,173,362,376,717,454,138,238,541,537,174,616,380,775,598,757,1336,1122,720,816,861,1430,758,32,15,25,0,0,13,13,0,20,0,7,11,33,0,37,19,11,32,24,0,0,12,0,14,0
ASV_0084,42,0,376,50,513,426,535,0,642,487,0,0,0,0,0,0,0,0,12,19,0,15,0,10,0,0,0,306,247,127,155,357,92,308,118,289,144,20,21,54,77,0,39,51,115,130,0,471,432,308,221,123,216,457,31,525,178,746,684,827,580,390,719,366,532,678,259,412,42,80,78,145,129,122,215,275,244,58,109,240,300,116,27,33,316,185,119,427,190,29,524,278
ASV_0085,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,14,54,6,24,13,6,14,16,2,28,9,107,178,87,33,42,69,187,66,141,86,1068,983,1245,2479,2576,1969,2236,1364,2494,1385,26,0,0,0,43,0,0,0,9,0,0,0,0,0,0,0,0,31,0,0,0,50,0,10,0
ASV_0086,49,0,16,11,0,309,554,181,23,131,1259,68,0,0,819,89,51,0,16,30,120,116,139,842,67,15,86,2,20,2,8,4,6,4,0,1,6,5,3,5,15,22,0,0,0,0,0,0,0,4240,5,0,229,125,0,0,108,798,101,1181,329,513,121,900,280,72,122,31,793,428,288,35,101,24,48,29,97,42,20,90,126,125,1055,1495,0,65,0,0,0,17,0,0
ASV_0087,0,0,0,0,0,6,18,0,0,0,14,0,7,0,18920,12,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0088,0,0,0,0,0,0,0,0,0,0,9,1124,0,0,0,17633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0089,1146,188,524,1412,772,812,744,160,703,531,46,0,102,74,14,0,11,198,39,63,47,23,25,0,21,20,47,114,291,128,0,92,228,127,181,57,28,306,178,46,316,237,270,183,220,137,164,273,494,178,658,169,284,273,73,352,203,95,99,117,268,254,228,130,216,283,158,82,234,89,57,134,113,58,46,82,73,72,59,106,147,136,82,218,119,203,99,245,183,96,117,78
ASV_0090,155,0,306,0,275,607,1109,0,200,410,0,0,0,0,0,0,0,0,2,8,10,21,1,0,0,9,0,133,82,75,63,102,61,67,34,83,83,6,3,258,34,19,13,34,108,348,6,337,404,253,1274,104,471,642,94,711,237,651,441,650,118,351,236,484,128,817,176,136,178,192,304,365,307,218,178,125,300,179,437,219,279,132,323,465,21,68,122,386,97,26,163,66
ASV_0091,21,0,252,0,379,125,195,0,257,302,32,0,0,0,0,98,350,0,233,0,34,0,0,33,23,0,0,33,36,0,141,29,17,38,19,21,18,18,174,43,97,86,81,74,170,27,139,121,83,64,81,46,135,277,25,207,43,304,369,625,617,275,326,449,245,410,290,333,465,209,977,935,932,369,257,449,272,312,816,661,668,436,631,163,101,39,72,572,67,41,128,97
ASV_0092,4422,495,49,265,0,1672,6751,294,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,169,0,0,0,19,277,0,32,0,0,53,138,38,40,0,0,0,0,594,0,0,0,0,0,0,0,0,0,42,0,86,0,0,0,0,0,40,0,100,0,0,0,0,71,0,161,0,0,0,0,0,0,22,100,49,1901,47,98,23,18
ASV_0093,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,1378,503,0,0,0,16,0,0,0,0,0,0,0,0,0,25,71,267,0,13,0,0,13,26,0,912,59,207,80,465,0,0,0,0,0,3859,0,75,0,0,0,0,567,638,529,1313,434,4240,112,184,245,68,0,0,0,64,0,0,0,0,67,49,332,66,124,0,0,0,0,31,26,31,839,67,64,60,83
ASV_0094,205,0,502,0,182,415,1992,10,330,691,0,0,0,0,0,0,0,0,9,5,0,20,8,21,9,27,0,94,70,137,54,65,102,129,41,123,183,15,0,59,0,24,15,64,17,137,59,464,155,168,1177,246,833,628,181,571,80,137,262,180,432,113,316,99,429,64,66,38,72,12,93,51,81,37,55,100,164,79,38,44,163,65,51,32,267,277,213,1413,337,1461,251,234
ASV_0095,180,0,1285,292,1737,2455,1120,15,1027,1037,16,0,12,0,0,0,0,30,16,18,12,13,33,0,0,0,0,27,42,22,19,19,0,40,89,16,52,375,179,71,375,297,191,116,221,319,324,127,158,114,149,45,116,202,39,226,53,266,282,175,362,215,401,231,285,233,139,64,183,371,77,62,35,59,38,22,55,42,66,167,208,88,49,42,72,33,57,0,83,0,72,53
ASV_0096,0,0,0,0,0,0,0,0,0,0,0,21,0,0,125,17311,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0097,0,0,0,0,0,17,8,0,0,0,13142,72,0,0,3513,16,98,0,8,16,13,8,4,5,19,4,13,5,0,0,10,0,3,0,0,0,6,4,6,11,5,3,0,0,0,0,0,0,0,317,4,0,6,12,0,0,16,6,0,0,1,11,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0098,369,89,282,682,649,1142,572,0,274,596,0,0,5,0,0,0,0,12,0,0,2,7,0,2,0,0,0,14,28,22,333,58,211,81,10,72,4,9,9,122,35,7,32,76,11,192,7,34,36,17,74,8,19,634,0,82,23,245,245,415,369,257,203,246,79,249,80,185,92,40,387,502,312,404,460,341,547,445,510,116,130,149,365,902,365,313,404,211,378,16,227,247
ASV_0099,0,0,0,0,0,0,0,0,0,0,3295,3649,8,0,180,8370,1649,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,8,8,0,0,0
ASV_0100,12,0,14,0,0,0,0,0,0,0,3862,0,0,6,4,26,647,0,78,747,214,67,387,4627,317,82,330,62,52,50,28,40,31,46,28,51,15,26,110,93,56,1748,188,51,29,100,164,159,0,121,57,112,71,106,229,122,244,0,0,0,12,0,8,0,15,8,8,37,15,139,365,321,83,14,0,35,0,13,22,137,32,62,94,51,0,0,0,31,22,7,9,0
ASV_0101,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,1162,1415,2256,567,273,2038,3078,5692,27,25,18,17,16,10,19,16,13,21,0,12,18,17,4,7,15,14,23,11,3,0,4,0,7,4,5,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0102,4871,555,69,26,0,894,3615,1495,21,196,0,6,0,0,0,0,0,39,32,40,21,14,20,11,19,10,9,87,78,27,85,46,274,134,55,29,69,668,176,123,250,168,485,446,344,173,147,0,28,8,219,4,45,34,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,9,6,0,0,28,0,43,10,0,0,0,0,10,0,0,0,304,0,99,0,0
ASV_0103,0,0,0,0,0,0,0,1849,0,0,47,33,83,14503,20,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,39,0,0
ASV_0104,1503,228,326,1914,349,779,1399,434,364,371,122,48,95,547,54,50,22,508,71,55,36,72,67,144,51,62,97,0,45,19,0,22,35,0,44,0,0,100,61,19,53,96,40,39,49,54,100,293,542,430,235,198,180,233,75,775,311,112,96,83,225,208,221,193,228,258,131,0,31,17,32,11,2,44,10,8,3,10,0,0,31,25,45,4,20,0,9,104,15,27,30,6
ASV_0105,122,58,3519,1369,2756,167,104,0,2242,2687,0,0,0,0,0,0,0,3,10,6,15,12,10,6,0,0,0,36,29,24,85,49,24,34,41,26,33,19,12,40,1641,52,189,61,99,30,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,62,0,45,30,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0
ASV_0106,1996,234,89,1036,71,437,1006,188,81,171,14,0,0,0,0,0,131,87,52,30,71,21,99,10,27,90,50,184,375,168,129,169,84,212,277,170,374,411,186,93,146,295,242,163,177,241,263,485,700,225,49,258,126,535,123,587,257,35,50,43,34,20,46,38,46,45,29,243,163,239,87,65,34,82,22,46,28,39,57,119,129,47,71,37,104,19,53,23,83,5,53,16
ASV_0107,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,378,0,100,10426,532,224,219,370,86,73,90,60,36,280,13,27,17,60,79,19,26,19,1685,16,43,9,9,183,22,46,9,0,0,0,0,0,20,0,0,0,7,83,0,0,0,111,184,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,28,0,0,0,7,8,0,0,0,0,0
ASV_0108,0,0,16,20,0,8,14,1233,0,94,93,0,0,0,3,495,139,0,1670,314,1071,167,392,571,76,23,251,211,122,345,165,329,19,232,110,953,180,20,613,71,27,600,516,28,75,21,13,402,52,257,103,99,217,181,198,303,332,201,22,111,479,207,189,56,549,37,36,0,8,0,0,0,9,0,0,0,0,0,0,67,15,0,0,0,0,0,0,0,0,0,11,0
ASV_0109,14,0,780,11,1447,1136,448,0,476,500,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,47,16,38,123,110,232,91,8,64,8,2,0,12,13,0,4,4,0,0,0,57,28,43,1446,47,241,166,3,188,33,914,756,468,1082,312,1381,456,127,328,258,0,11,6,23,33,27,158,104,80,23,129,14,0,14,21,0,13,70,14,168,334,92,6,11,26
ASV_0110,110,0,973,0,348,63,195,0,656,734,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,122,248,87,0,77,0,171,119,130,130,46,150,18,0,35,72,92,141,25,255,154,241,138,0,107,141,299,45,535,111,425,605,688,347,293,375,433,420,393,276,193,139,202,263,168,138,93,205,178,238,168,110,265,207,279,200,138,233,150,169,21,85,0,250,165
ASV_0111,120,0,40,59,0,28,82,39,27,50,28,0,12,37,0,0,0,110,0,10,8,0,20,66,0,0,10,60,183,163,42,90,0,66,149,47,34,196,165,41,162,222,127,89,67,91,174,758,1057,778,126,299,339,370,186,1452,555,185,131,128,343,228,196,191,274,492,187,174,315,217,156,308,322,231,65,87,50,116,50,319,139,281,192,49,143,98,67,127,131,27,108,74
ASV_0112,514,91,87,1624,116,159,155,93,62,122,57,0,202,72,0,0,17,289,41,25,82,74,70,171,91,0,33,0,34,19,30,16,19,0,26,0,40,103,60,39,133,167,162,49,59,101,65,449,989,337,452,406,592,879,185,838,356,188,161,150,349,242,464,207,190,193,112,79,160,291,119,70,137,58,36,80,78,68,0,147,127,152,0,27,35,58,28,48,25,0,60,0
ASV_0113,985,198,561,1888,560,354,537,96,483,634,112,41,179,875,58,40,66,693,36,30,19,23,33,18,27,19,25,11,34,35,9,10,0,13,24,10,0,259,163,41,76,205,87,83,100,97,219,249,342,186,56,139,174,229,53,519,150,86,67,47,106,92,151,67,126,110,54,26,48,86,92,67,76,38,29,46,98,33,32,98,142,139,30,40,77,329,40,18,54,0,214,44
ASV_0114,0,0,0,0,0,0,0,0,0,0,23,148,14328,0,155,0,16,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0115,24,15,103,4,110,42,52,0,68,131,0,0,0,0,0,0,0,0,4,4,3,9,6,40,0,26,0,8,10,0,10,3,8,3,13,4,15,40,23,10,21,37,38,20,21,24,30,464,305,252,153,152,139,358,63,825,84,120,127,116,204,101,548,106,129,194,92,343,507,475,316,309,332,431,303,484,330,461,393,676,488,520,133,133,445,365,202,174,539,136,385,210
ASV_0116,0,0,0,0,0,0,0,0,0,0,4954,0,8757,0,81,0,725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0117,63,0,133,0,41,21,27,8314,46,201,0,0,0,0,0,0,0,0,718,221,351,438,108,1037,439,44,141,26,24,141,34,25,12,30,31,117,36,19,162,112,42,278,20,8,79,26,13,120,0,133,11,29,41,34,171,50,271,0,0,0,36,9,0,0,13,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0118,0,0,0,0,0,0,0,516,0,0,407,425,9212,2112,287,138,57,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,190,14,0,39,27,0,11,28,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0119,143,56,49,412,62,160,642,229,43,95,8,0,0,0,0,0,0,0,8,11,6,5,7,32,6,9,2,67,98,29,14,51,29,85,43,33,26,58,92,16,69,17,44,58,91,23,46,601,630,289,1169,203,887,799,250,830,270,159,253,112,158,55,234,93,825,139,56,121,87,68,171,168,117,125,104,100,72,114,133,160,146,76,31,57,107,57,76,188,154,816,93,46
ASV_0120,0,0,0,0,0,27,15,6668,2,0,0,249,0,0,7172,145,0,0,0,0,0,0,0,15,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,107,46,0,0,46,143,0,160,45,771,736,961,1902,2030,1417,1597,1039,1878,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,773,452,7638,31,4654,26,7,20,19,10,12,20,14,12,17,21,42,25,15,19,16,0,0,0,15,6,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_0123,626,98,305,1027,302,147,432,132,289,286,20,0,5,19,0,27,101,68,7,12,3,3,0,0,9,4,5,27,30,4,22,3,69,16,52,12,0,44,6,11,83,8,125,65,62,20,28,44,166,57,266,31,59,36,15,26,63,189,182,258,206,112,100,180,184,253,170,167,311,218,157,476,595,892,275,199,517,315,179,203,130,656,992,271,19,0,3,94,13,30,45,31
ASV_0124,0,0,80,0,53,72,16,0,11,93,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13,10,0,79,0,6,11,6,6,0,0,3,68,0,4,0,0,0,71,8,34,68,106,68,26,20,38,3,276,15,3,0,3,0,4,0,0,0,12,0,80,802,179,1137,621,615,234,564,485,568,471,126,209,113,347,1447,2152,367,264,313,71,191,27,165,360
